Subject,Dataset,Tweet ID,URL,Content,Author ID,Author Username,Author Blue Verified (T/F),Followers,Author Location,Likes,Views,Date,Original User Sentiment
Keir Starmer (UK PM),codomain,1976264683746213942,https://x.com/BigMcD/status/1976264683746213942,RT @HoodedClaw1974: Patrick Christys asks. Is it time to sack the asylum seeker loving immigration judges? https://t.co/asm5MXKQxd,1955763000532721664,BigMcD,False,496,Warwickshire,5906,26745,"October 9, 2025 at 12:33 PM",Positive
Keir Starmer (UK PM),codomain,1976271452224532972,https://x.com/BigMcD/status/1976271452224532972,"RT @visegrad24: BREAKING:

Meloni introduces new bill to combat “Islamist &amp; cultural separatism”

- Full burqa and niqab ban in all public…",1955763000532721664,BigMcD,False,496,Warwickshire,42132,853470,"October 9, 2025 at 01:00 PM",Positive
Keir Starmer (UK PM),codomain,1975974673436553697,https://x.com/BigMcD/status/1975974673436553697,RT @myhiddenvalue: Turns out all the conspiracy theorists who were concerned about Weather Modification &amp; Chemtrails were right after all…,1955763000532721664,BigMcD,False,496,Warwickshire,11630,139382,"October 8, 2025 at 05:20 PM",Positive
Keir Starmer (UK PM),codomain,1805840376038932727,https://x.com/Subhashsinghk/status/1805840376038932727,जय श्री नीलकंठ महादेव ॐ नमः शिवाय...,1250895919509315585,Subhashsinghk,False,56,MP,2,16,"June 26, 2024 at 05:47 AM",Positive
Keir Starmer (UK PM),codomain,1818195055750070623,https://x.com/Subhashsinghk/status/1818195055750070623,जय मातारानी...,1250895919509315585,Subhashsinghk,False,56,MP,1,21,"July 30, 2024 at 08:00 AM",Positive
Keir Starmer (UK PM),codomain,1807935248476655658,https://x.com/Subhashsinghk/status/1807935248476655658,जय श्री नीलकंठ महादेव ॐ नमः शिवाय...,1250895919509315585,Subhashsinghk,False,56,MP,0,17,"July 2, 2024 at 12:32 AM",Positive
Keir Starmer (UK PM),codomain,1828981992144191493,https://x.com/Subhashsinghk/status/1828981992144191493,जय श्री सोमनाथ महादेव ॐ नमः शिवाय...,1250895919509315585,Subhashsinghk,False,56,MP,0,65,"August 29, 2024 at 02:24 AM",Positive
Keir Starmer (UK PM),codomain,1828980960848753052,https://x.com/Subhashsinghk/status/1828980960848753052,जय श्री नीलकंठ महादेव ॐ नमः शिवाय...,1250895919509315585,Subhashsinghk,False,56,MP,0,43,"August 29, 2024 at 02:20 AM",Positive
Keir Starmer (UK PM),codomain,1823698787426283889,https://x.com/Subhashsinghk/status/1823698787426283889,जय श्री नीलकंठ महादेव ॐ नमः शिवाय...,1250895919509315585,Subhashsinghk,False,56,MP,0,39,"August 14, 2024 at 12:30 PM",Positive
Keir Starmer (UK PM),codomain,1823282489189695976,https://x.com/Subhashsinghk/status/1823282489189695976,जय श्री नीलकंठ महादेव ॐ नमः शिवाय...,1250895919509315585,Subhashsinghk,False,56,MP,0,35,"August 13, 2024 at 08:56 AM",Positive
Keir Starmer (UK PM),codomain,1822174854344274349,https://x.com/Subhashsinghk/status/1822174854344274349,जय माँ बगलामुखी...,1250895919509315585,Subhashsinghk,False,56,MP,0,24,"August 10, 2024 at 07:35 AM",Positive
Keir Starmer (UK PM),codomain,1976317380734353740,https://x.com/Bobby2023299469/status/1976317380734353740,"RT @Basil_TGMD: 🚨NHS Doctor who said Holocaust was a ""fabricated victim narrative"" has been SUSPENDED and will face a tribunal to decide fa…",1736076643272167424,Bobby2023299469,False,172,The 🌎 ,5113,87599,"October 9, 2025 at 04:02 PM",Positive
Keir Starmer (UK PM),codomain,1972403055368065447,https://x.com/shubhamofc/status/1972403055368065447,"RT @narendramodi: #OperationSindoor on the games field. 

Outcome is the same - India wins!

Congrats to our cricketers.",1352931903993745408,shubhamofc,False,2308,Bengaluru / Jharkhand,526053,43265784,"September 28, 2025 at 08:48 PM",Positive
Keir Starmer (UK PM),codomain,1970391858221326756,https://x.com/snugje/status/1970391858221326756,https://t.co/3gcfSd209g,395466959,snugje,False,462,,0,10,"September 23, 2025 at 07:36 AM",Positive
Keir Starmer (UK PM),codomain,1970391807612662155,https://x.com/snugje/status/1970391807612662155,https://t.co/3gcfSd1sjI,395466959,snugje,False,462,,0,8,"September 23, 2025 at 07:36 AM",Positive
Keir Starmer (UK PM),codomain,1970391735936418161,https://x.com/snugje/status/1970391735936418161,https://t.co/3gcfSd209g,395466959,snugje,False,462,,0,3,"September 23, 2025 at 07:36 AM",Positive
Keir Starmer (UK PM),codomain,1970391678486736953,https://x.com/snugje/status/1970391678486736953,https://t.co/3gcfSd1sjI,395466959,snugje,False,462,,0,7,"September 23, 2025 at 07:35 AM",Positive
Keir Starmer (UK PM),codomain,1976018450066927872,https://x.com/snugje/status/1976018450066927872,RT @EYakoby: BREAKING: The Islamist calling for acts of terrorism in America has been reportedly identified as Harvard graduate student Abd…,395466959,snugje,False,462,,66107,1771096,"October 8, 2025 at 08:14 PM",Positive
Keir Starmer (UK PM),codomain,1975727773206651240,https://x.com/VmmWendy/status/1975727773206651240,"RT @RobertJenrick: I have uncovered over 30 immigration judges with links to open borders charities. 

It is now beyond any doubt that a de…",1586322844409004033,VmmWendy,False,521,"Cardiff, Wales",81153,2226242,"October 8, 2025 at 12:59 AM",Positive
Keir Starmer (UK PM),codomain,1975726737440055749,https://x.com/VmmWendy/status/1975726737440055749,"RT @KingBobIIV: I wonder if a young girl drugged and kidnapped and locked in a room, who jumped to her potential death to escape will make…",1586322844409004033,VmmWendy,False,521,"Cardiff, Wales",13788,273099,"October 8, 2025 at 12:55 AM",Positive
Keir Starmer (UK PM),codomain,1974916834525893054,https://x.com/HelloElara/status/1974916834525893054,"🚨 The Chainsmokers lit up the stage with an electrifying set at XS Nightclub, Las Vegas. 🎶🔥
#TheChainsmokers #LasVegas
https://t.co/Shij3y2Eec",1913413939666595840,HelloElara,True,1416,Worldwide,4,358,"October 5, 2025 at 07:17 PM",Positive
Keir Starmer (UK PM),codomain,1976316125827956813,https://x.com/thetimepress_/status/1976316125827956813,"Jaish-e-Mohammed (JeM) announces 'Jamaat-ul-Mominaat,' its first women's brigade led by Sadiya Azhar (chief Masood Azhar's sister), recruiting vulnerable women from Bahawalpur, Karachi & more. Shift follows Pahalgam attack; experts warn of female suicide ops. #JeM #PakistanTerror #JamaatUlMominaat",1262799250640867328,thetimepress_,True,157,"New Delhi, India",0,10,"October 9, 2025 at 03:57 PM",Positive
Keir Starmer (UK PM),codomain,1976317897841705378,https://x.com/BrendaleeBowde1/status/1976317897841705378,"RT @narendramodi: India-UK friendship is on the move and is filled with great vigour! 

A picture from earlier today, when my friend PM Sta…",2388426332,BrendaleeBowde1,False,22,,30846,633417,"October 9, 2025 at 04:04 PM",Positive
Keir Starmer (UK PM),codomain,1976317422987792461,https://x.com/Anshuma12603770/status/1976317422987792461,"RT @narendramodi: India-UK friendship is on the move and is filled with great vigour! 

A picture from earlier today, when my friend PM Sta…",1419812801435119617,Anshuma12603770,True,1726,Ontario,30846,630560,"October 9, 2025 at 04:02 PM",Positive
Keir Starmer (UK PM),codomain,1975957962603757623,https://x.com/Anshuma12603770/status/1975957962603757623,RT @narendramodi: The new airport in Navi Mumbai will enhance connectivity and boost urban infrastructure in the Mumbai metropolitan region…,1419812801435119617,Anshuma12603770,True,1726,Ontario,84196,4009207,"October 8, 2025 at 04:14 PM",Positive
Keir Starmer (UK PM),codomain,1974882163364643015,https://x.com/Anshuma12603770/status/1974882163364643015,RT @narendramodi: Deeply pained by the loss of lives due to a bridge mishap in Darjeeling. Condolences to those who have lost their loved o…,1419812801435119617,Anshuma12603770,True,1726,Ontario,57321,5897185,"October 5, 2025 at 04:59 PM",Positive
Keir Starmer (UK PM),codomain,1976309633804538085,https://x.com/jdmorrison71/status/1976309633804538085,"RT @Suffragent_: NEW‼️Bankrupt Birmingham Council is spending thousands on a taskforce to tear down 'unauthorised' flags.

Patrol officers…",2913563439,jdmorrison71,False,1819,"Gothenburg, Sweden",3353,60344,"October 9, 2025 at 03:31 PM",Positive
Keir Starmer (UK PM),codomain,1975998531400831447,https://x.com/jdmorrison71/status/1975998531400831447,"RT @SimonDanczuk: There’s something very sinister about Starmer. Effectively giving away Chagos to the Chinese, collapsing the China spying…",2913563439,jdmorrison71,False,1819,"Gothenburg, Sweden",7068,104314,"October 8, 2025 at 06:55 PM",Positive
Keir Starmer (UK PM),codomain,1976325275072786647,https://x.com/Janner55034786/status/1976325275072786647,"RT @RupertLowe10: Sod off, Lenny. https://t.co/e7Uccpao4k",1520697767387090944,Janner55034786,False,2484,,15705,196258,"October 9, 2025 at 04:33 PM",Positive
Keir Starmer (UK PM),codomain,1976011068376809974,https://x.com/Janner55034786/status/1976011068376809974,"RT @Artemisfornow: Well done tax payers

Hammersmith &amp; Fulham Council is 260 MILLION in debt &amp; just raised council tax by 4.7%, 

Has hande…",1520697767387090944,Janner55034786,False,2484,,10653,195566,"October 8, 2025 at 07:45 PM",Positive
Keir Starmer (UK PM),codomain,1976005060292481241,https://x.com/Janner55034786/status/1976005060292481241,"RT @Basil_TGMD: Humza Yousaf's mask slips

""Let me just remind you of YOUR HISTORY""

Deport? https://t.co/PGlXmaSAmq",1520697767387090944,Janner55034786,False,2484,,5896,180114,"October 8, 2025 at 07:21 PM",Positive
Keir Starmer (UK PM),codomain,1975948549411242109,https://x.com/Janner55034786/status/1975948549411242109,"RT @JamesMelville: “Under a Labour government we would freeze energy bills. We wouldn’t allow them to go up.”

~ Keir Starmer 

Yet another…",1520697767387090944,Janner55034786,False,2484,,12655,271239,"October 8, 2025 at 03:37 PM",Positive
Keir Starmer (UK PM),codomain,1975946761345945620,https://x.com/Janner55034786/status/1975946761345945620,"RT @addicted2newz: There are 2 reasons why Labour refuse to admit the biggest threat we face is Islamist extremism.

1) It's an admission m…",1520697767387090944,Janner55034786,False,2484,,10915,98819,"October 8, 2025 at 03:29 PM",Positive
Keir Starmer (UK PM),codomain,1975274751867138402,https://x.com/Janner55034786/status/1975274751867138402,"RT @koshercockney: Despicable woman cutting down Hostage Ribbons placed by the Jewish Community of Muswell Hill in London

The same week of…",1520697767387090944,Janner55034786,False,2484,,30155,854282,"October 6, 2025 at 06:59 PM",Positive
Keir Starmer (UK PM),codomain,1975266297597325428,https://x.com/Janner55034786/status/1975266297597325428,"RT @andreajenkyns: I don't really swear, but W**k** comes to mind! The sneering by Gary Neville, he was happy for the 'white men' to pay hi…",1520697767387090944,Janner55034786,False,2484,,7395,182408,"October 6, 2025 at 06:25 PM",Positive
Keir Starmer (UK PM),codomain,1976238095700996272,https://x.com/AvaMcSweeney/status/1976238095700996272,"RT @FrankHighgate: The British people did not ask for multiculturalism. We did not vote for it. In fact, the vast majority of us voted agai…",1224423540478185472,AvaMcSweeney,False,1205,North America,7616,106928,"October 9, 2025 at 10:47 AM",Positive
Keir Starmer (UK PM),codomain,1976054660701311303,https://x.com/AvaMcSweeney/status/1976054660701311303,👀👀👀,1224423540478185472,AvaMcSweeney,False,1205,North America,0,19,"October 8, 2025 at 10:38 PM",Positive
Keir Starmer (UK PM),codomain,1976147877660336387,https://x.com/Thierrysboots/status/1976147877660336387,RT @iamyesyouareno: An absolute disgrace. Why is his safety more important than the safety of the British people? https://t.co/0j7DKQv23b,4188848662,Thierrysboots,False,877,"England, United Kingdom",19809,285700,"October 9, 2025 at 04:49 AM",Positive
Keir Starmer (UK PM),codomain,1975937685434057042,https://x.com/Thierrysboots/status/1975937685434057042,RT @elonmusk: Protesting attempted rape is punished more than attempted rape in Britain …,4188848662,Thierrysboots,False,877,"England, United Kingdom",297558,26107789,"October 8, 2025 at 02:53 PM",Positive
Keir Starmer (UK PM),codomain,1976298133182152822,https://x.com/dipanshu143/status/1976298133182152822,RT @narendramodi: India has always supported the creation of a global framework for Ethical AI. https://t.co/MqMbPGncAp,128804924,dipanshu143,True,152,"Rudrapur (Uttarakhand), India",7317,221935,"October 9, 2025 at 02:46 PM",Positive
Keir Starmer (UK PM),codomain,1975819146823667809,https://x.com/Matzly/status/1975819146823667809,RT @Basil_TGMD: 'Diversity is our strength' https://t.co/RtgQpVaukg,48672959,Matzly,False,1422,"🇬🇧 London, England",11078,228507,"October 8, 2025 at 07:02 AM",Positive
Keir Starmer (UK PM),codomain,1975813314346435023,https://x.com/Matzly/status/1975813314346435023,"RT @DahliaKurtz: I love this! Nairobi is standing up for Israel.

Thousands of Kenyans — Christians, young people, leaders — came out today…",48672959,Matzly,False,1422,"🇬🇧 London, England",20762,560708,"October 8, 2025 at 06:39 AM",Positive
Keir Starmer (UK PM),codomain,1975450898794201177,https://x.com/Matzly/status/1975450898794201177,"RT @TheGriftReport: SIMON JORDAN EVISCERATES GARY NEVILLE OVER HIS CLAIMS ABOUT ""MIDDLE AGE WHITE MEN""

WELL, SAID SIMON 👏 https://t.co/aXq…",48672959,Matzly,False,1422,"🇬🇧 London, England",29373,1453935,"October 7, 2025 at 06:39 AM",Positive
Keir Starmer (UK PM),codomain,1975312402523824292,https://x.com/Matzly/status/1975312402523824292,"RT @UNWatch: Erdogan to UN: “Due to Israel's aggression, in Europe and the West fundamental human rights have been shelved away.”

⁠⁠Hillel…",48672959,Matzly,False,1422,"🇬🇧 London, England",6872,349742,"October 6, 2025 at 09:29 PM",Positive
Keir Starmer (UK PM),codomain,1975307902337585409,https://x.com/Matzly/status/1975307902337585409,RT @AmYisraelChai_X: Sarah Wilkinson an activist that took part in Greta Thunberg’s flotilla to Gaza was arrested upon her return to the UK…,48672959,Matzly,False,1422,"🇬🇧 London, England",8204,102395,"October 6, 2025 at 09:11 PM",Positive
Keir Starmer (UK PM),codomain,1975093993378857227,https://x.com/Matzly/status/1975093993378857227,"RT @jk_rowling: ""Pro-Palestinian demonstrators couldn’t give it a rest – not even for 24 hours. They were chanting all the old slogans and…",48672959,Matzly,False,1422,"🇬🇧 London, England",63952,17262815,"October 6, 2025 at 07:01 AM",Positive
Keir Starmer (UK PM),codomain,1975518943063204170,https://x.com/H_Lord11/status/1975518943063204170,"RT @RobertJenrick: I have uncovered over 30 immigration judges with links to open borders charities. 

It is now beyond any doubt that a de…",836595116060082178,H_Lord11,True,615,,81160,2226450,"October 7, 2025 at 11:09 AM",Negative
